Jessica ·,Traveled September 2023,5.0 star rating,"I really enjoyed my trip. We were busy and active and the days seem to be jam packed but also filled with some down time. Visiting the homestay and locals for dinner was some of my favorite items, as well as trekking mt batur. My group had mixed ages but we all got along well! Overall I had a blast!",Review submitted 29 Sep 2023
jedidiah ·,Traveled September 2023,5.0 star rating,"My Bali trip with Intrepid was an absolute delight! From lush landscapes to vibrant culture, every moment was enchanting. Tini, our guide, made it extraordinary. Her knowledge and warmth added depth to our experience. I'm grateful for this incredible journey, filled with adventure and guided by someone as amazing as Tini!",Review submitted 02 Oct 2023
IPELENG ·,Traveled September 2023,5.0 star rating,"Take the trip, you will not regret it. My experience was incredible and our tour guide, Tini, was amazing",Review submitted 01 Oct 2023
Kerryn ·,Traveled September 2023,5.0 star rating,Tini was a wonderful leader who showed us the beautiful parts of Bali that are away from the main tourist drag! The trip has a good balance of included activities and covers a diverse range of Balinese life. Included meals and homestay were fabulous.... a great insight into Balinese life.,Review submitted 29 Sep 2023
Megan ·,Traveled September 2023,5.0 star rating,Intrepid provided an excellent tour with an exceptional tour guide (Tini). It was a great way to experience Bali in a safe way.,Review submitted 02 Oct 2023
Leona ·,Traveled September 2023,5.0 star rating,The beautiful Bali trip was amazing it’s was everything and more! Our guide Lena was incredible she made the trip for us. She is so knowledgeable and really made us feel like a part of the culture. All of the local guides were amazing and so welcoming to us into their homes/areas. It was an amazing experience that I would 1000% recommend to anyone who wants to see the real Bali!,Review submitted 28 Sep 2023
Emily ·,Traveled September 2023,5.0 star rating,"Really amazing trip, our guide Lena was really friendly and knowledgable. There was a brilliant variety of locations, activities and accommodation. The perfect balance of organised activities and free time. We had a local Balinese experience with real insights into the culture.",Review submitted 27 Sep 2023
Christine ·,Traveled September 2023,5.0 star rating,This was a beautiful trip and more than I could have asked for. A great introduction to a first time in Bali and first time with Intrepid.,Review submitted 21 Sep 2023
Sokthy ·,Traveled September 2023,4.0 star rating,"This trip was an amazing experience for me, it gave me insight of Balinese culture, traditions and history. It was wonderful adventure to start with incredible activities and experiences to be remembered. The trip also allowed me to get to know with local villagers and learned about their lifestyle, and tried delicious local food.",Review submitted 22 Sep 2023
Maria Isabel ·,Traveled September 2023,5.0 star rating,"This has been my favorite trip so far! With this tour you are not going to the most touristic spots of Bali or the instagram destinations. You will have a more authentic experience! For the first time in vacation, I had the experience of being immersed in a culture to the point to understand it more than a surface level. The highlights for me were going to a balinese house and learn how to do an offering and the meaning of it, the homestay and all the local meals that where included. The snorkelling was also amazing! Our Guide Guna loves Bali and he tries to share his culture so you can have a better understanding of the balinese. He had great suggestions of spotsto have dinner in each place that the food wasn't included and the was always trying to coordinate everything to have a great experience.The hotels were really good considering that this is a Basic tour. Definitely I will recommend this tour!",Review submitted 21 Sep 2023
Susan ·,Traveled September 2023,5.0 star rating,Beautiful Bali was my first Intrepid trip and I travelled alone. It was an amazing cultural experience in a totally safe environment. I saw abs experienced many Thai gs I would never have done alone.,Review submitted 17 Sep 2023
Darren ·,Traveled September 2023,5.0 star rating,"This trip ticked all the boxes for me, every step of the way was enjoyable and our guide Yan was just perfect and I couldn’t have asked for a better trip and guide.",Review submitted 13 Sep 2023
Olivia ·,Traveled September 2023,5.0 star rating,"Yan, our group leader, made this trip so special! This is a busy trip but a great way to see Bali if you haven’t got unlimited time to travel around the island - would definitely recommend!!",Review submitted 14 Sep 2023
Lesley ·,Traveled September 2023,5.0 star rating,"For anyone thinking of doing this trip I would highly recommend! It’s was amazing from start to finish, immersing you into the Bali culture and way of life. An absolutely amazing experience!!",Review submitted 13 Sep 2023
katie ·,Traveled September 2023,5.0 star rating,"This trip pushed me out of my comfort zone which is exactly what I needed. I have never laughed so much in my entire life and the group were so beautiful and supportive. Yan was the star! We all agreed the trip would have been very different if we had a different team leader. He was oozing positivity and was so well organised as well as skilled at making sure the trip went smoothly and we were all happy and felt included. I would highly recommend any trip he is the leader of, as an introvert I managed 9 days with a group of complete strangers many of whom I now call friends. I pushed myself to try new things and learn about a different culture and I feel like a new person with a far more positive outlook on life. Thank you so much Intrepid, i will definitely be booking again.",Review submitted 16 Sep 2023
Barbara ·,Traveled September 2023,5.0 star rating,"As a solo traveller this was everything I could have hoped for, a well constructed itinerary where I saw so much more than if I’d done it myself, an excellent guide and a really nice group. Perfect break.",Review submitted 14 Sep 2023
Sarah ·,Traveled August 2023,5.0 star rating,"Fantastic trip! Highly recommend. Guna our tour guide was so knowledgable, approachable and super accommodating. A jam packed trip and very insightful.",Review submitted 12 Sep 2023
Olivia ·,Traveled August 2023,5.0 star rating,"Beautiful Bali is an exceptional tour which explores the 'real' Bali, with much time spent away from the main tourist areas. An activity-packed schedule took us on an adventure through bustling towns and villages, to beautiful rural areas (rice fields and local plantations), including time spent with local communities. Watching the sun rise from the top of Mount Batur and snorkelling above the coral reefs of Manjangan island are once-in-a-lifetime experiences which I will never forget.",Review submitted 13 Sep 2023
Manisha ·,Traveled August 2023,5.0 star rating,What an amazing experience! From the time we met the group until our last day. A great insight to Bali. Our group leader Ari was excellent and made the trip for us. The mt Batur climb was worth the hike. We made great friends and saw the beauty of Bali. Book it!,Review submitted 12 Sep 2023
Manoj ·,Traveled August 2023,5.0 star rating,"If you’ve never been to Bali before or experienced it via an organised tour, then I’d say Intrepid is the one for you. Amazing experience.",Review submitted 23 Sep 2023
Vincenzo ·,Traveled August 2023,5.0 star rating,"Beautiful Bali was an extraordinary experience. During the trip, we had the opportunity to visit several places and stay with the local people, learn the local culture, and enjoy the amazing locations. I special thanks to our guide, Corry Aritona, who was able to organize a fantastic journey.",Review submitted 07 Sep 2023
Joanne ·,Traveled August 2023,5.0 star rating,"I highly recommend Beautiful Bali with Intrepid. Despite being to Bali a few times before, I was able to see parts of Bali I would otherwise not see. A wonderful way to visit Bali and learn.",Review submitted 02 Sep 2023
Joanna ·,Traveled August 2023,5.0 star rating,"I strongly recommend this trip! We had an authentic experience throughout which covered all bases - natural beauty, amazing food physical challenges, and spiritual and social connections. I was also a huge fan of our group leader Fidel. His knowledge and endless enthusiasm made the trip even better.",Review submitted 04 Sep 2023
Jane ·,Traveled August 2023,5.0 star rating,"We loved the Beautiful Bali trip led by our wonderful leader, Lena. Because of the interaction with many Balinese guides and community members, the trip gives an appreciation of Balinese home life as it is influenced by Hinduism, family traditions and the modern world. In addition the snorkelling, bike riding, and volcano sunrise trips in particular were very beautiful.",Review submitted 29 Aug 2023
Elisha ·,Traveled August 2023,5.0 star rating,I can not recommend the Beautiful Bali tour enough. This trip was full of Balinese cultural & amazing activities. Our tour guide Lena was the highlight of our trip. She was extremely knowledgeable and professional is every way. Thank you Bali.,Review submitted 29 Aug 2023
James ·,Traveled August 2023,5.0 star rating,"You could explore Bali on your own accord, but chances are, you wouldn’t fully experience what Bali has to offer. The tour shows you the whole island, and the guides answer any questions you have about Balinese culture, traditions, and language. It’s worth the money, fully recommend!",Review submitted 28 Aug 2023
Judy ·,Traveled August 2023,5.0 star rating,"If you want to experience the real Bali this is an awesome trip. Our leader Lena, our bus driver Made, our homestay, accommodation, food, mountain trek, cycling and snorkelling were excellent!",Review submitted 01 Sep 2023
Rose ·,Traveled August 2023,5.0 star rating,Beautiful Bali is a trip that I will forever remember. We saw so much and met so many amazing people both local and as part of our group. This is the best experience we have been on! We are already booking our next Intrepid adventure.,Review submitted 05 Sep 2023
Hayley ·,Traveled August 2023,5.0 star rating,My intrepid trip to Bali was an experience I will never forget. My incredible leader Srix and the people I met on the trip made my first solo travel experience so much fun. Learning the culture of Bali was amazing. I can’t wait for my next trip with Intrepid!,Review submitted 30 Aug 2023
Klaus ·,Traveled August 2023,3.0 star rating,"This trip is, to some degree, about managing expectations. Bali is a densely populated island and mass tourism destination with all the related side effects. Within this context, Intrepid did a great job introducing us to the culture, people and natural features. However, if you are expecting a tropical paradise, you should probably look elsewhere.",Review submitted 26 Aug 2023
Clare ·,Traveled August 2023,5.0 star rating,"Our leader Yan made the trip so much fun, I loved his enthusiasm and sense of humour, you could tell he genuinely cared about us beyond just a professional duty of care. I learned so much about local culture and family life, great variety of activities and opportunities to see natural beauty, amazing food including local take away and home cooked dinners, which make you feel like you're closer to experiencing Bali rather than just as a tourist. Accommodation also exceeded my expectations with beautiful garden settings, amazing pools. Terima kasih banyak Yan and our superb driver Made. Bring warm clothes for the 2 nights in the hills and reapply sunscreen between the snorkelling sessions, and enjoy this amazing experience.",Review submitted 23 Aug 2023
sophie ·,Traveled August 2023,5.0 star rating,My husband and I did the Beautiful Bali tour for part of honeymoon and it was incredible! From start to finish the trip was brilliant we would 100% recommend Intrepid to anyone who wants to see the real Bali. We also must do a shout out to our amazing guide who went above and beyond to make our trip so special. Intrepid we will be back!!,Review submitted 20 Aug 2023
Tom ·,Traveled August 2023,5.0 star rating,,Review submitted 19 Aug 2023
Rachel ·,Traveled August 2023,5.0 star rating,Absolutely fantastic - cannot recommend this trip enough! An excellent way to gain a real cultural insight to Bali and get the most out of the island.,Review submitted 19 Aug 2023
Sebastian ·,Traveled August 2023,5.0 star rating,,Review submitted 20 Aug 2023
Jon ·,Traveled August 2023,5.0 star rating,"Excellent experience! Loved the whole thing - I had never heard of Intrepid before but will definitely do another, so if you're wondering about the trip of a lifetime - do it! The excursions were a great way to learn and experience things I would never have seen otherwise and the views and gang I was with were all brilliant.",Review submitted 19 Aug 2023
Michelle ·,Traveled August 2023,5.0 star rating,"A fantastic trip. Informative, varied, fun with great accommodation and food. Guide Wayan simply the best",Review submitted 15 Aug 2023
Christine ·,Traveled August 2023,5.0 star rating,Thoroughly enjoyed this trip to the less well known areas of Bali. Activities were varied and interesting and our leader Wayan made sure we all had a great time.,Review submitted 22 Aug 2023
Marie ·,Traveled August 2023,5.0 star rating,"This was my 9th or 10th Intrepid Trip, so I've seen a lot of the world, and as I've been to Bali on four previous occasions, my expectations were not overly high, however I was blown away with this tour, I learnt so much and the inclusions and itinerary were brilliant. I loved this tour!",Review submitted 21 Aug 2023
Reeva ·,Traveled August 2023,5.0 star rating,Beautiful Bali was an excellent tour which exceeded my expectations. Wayan was a wonderful leader and the included activities and food were an interesting look into Balinese culture. Thoroughly enjoyed and considering another Intrepid tour very soon!,Review submitted 15 Aug 2023
Juanita ·,Traveled August 2023,5.0 star rating,"Fantastic trip! Our guide Wayan was everything you'd want in a guide, friendly, organised, helpful, loveliest guy. Made, our very capable driver and we had brilliant local guides. Great mix of activities and locations, local village visit was very basic but it was fine, i loved seeing Bali from a different view. Mt Batur hard but worth it! Great trip overall, if you've never been it's an excellent starter visit. I'm planning my next trip already.",Review submitted 15 Aug 2023
Emma ·,Traveled August 2023,5.0 star rating,The itinerary for this trip is well paced with a variety of activities and time to relax. The drives are short (average 2 hrs) and stops auto break-up the journeys are well planned,Review submitted 15 Aug 2023
Leigh ·,Traveled August 2023,5.0 star rating,"Incredible guide, tour group, local guides and people in general. Great balance between scheduled activities and personal time. Will definitely be doing another Intrepid tour in the near future",Review submitted 15 Aug 2023
Sean ·,Traveled August 2023,5.0 star rating,"If you would like an insight into the culture, taste , and joy of Bali this will not disappoint! Smiles are infectious!",Review submitted 14 Aug 2023
Jude ·,Traveled August 2023,5.0 star rating,What a fabulous way to see the real Bali and not just the commercial/tourist side.,Review submitted 17 Aug 2023
Mihaela ·,Traveled July 2023,5.0 star rating,"I loved the trip,it is organised to perfection, all activities that we have done constructed a complete experience",Review submitted 08 Aug 2023
Elizabeth ·,Traveled July 2023,5.0 star rating,What a fantastic trip! Bali is truly beautiful. It was great being able to immerse yourself in the culture on a seamless journey with great travel companions. Yan our group leader was amazing!,Review submitted 14 Aug 2023
Giacomo ·,Traveled July 2023,5.0 star rating,What an unforgettable trip we've had! The well balanced and varied set of activities and the many ways in which the itinerary allows you to connect to the local culture and traditions make this trip the best way to experience Bali! Our leader Yan was outstanding every day! Book now if you haven't already!,Review submitted 10 Aug 2023
Rebecca ·,Traveled July 2023,5.0 star rating,"Beautiful Bali was the trip of a lifetime. I’ve travelled globally but this trip is the one that will stay with me. Intrepid’s talent for mixing a countries highlights with community based tourism is brilliant. Our guide in Bali, Yan, was the best guide I’ve ever had. He was professional yet friendly and so intuitive to the needs of all. I can’t recommend Bali with Intrepid enough.",Review submitted 10 Aug 2023
Daniel ·,Traveled July 2023,5.0 star rating,"5* Trip This trip was beyond what I expected. I expected a fun, organised and interesting trip, which I did get, and then some. But the hidden gems such as the packed lunches wrapped in banana leaf and the organisation of the tour leader, as well as the excellent company, elevated this to the status of experience of a lifetime.",Review submitted 08 Aug 2023
Alenka ·,Traveled July 2023,5.0 star rating,"We absolutelly loved this tour. Great itinerary, passionate tour leader, responsible tourism.",Review submitted 11 Aug 2023
Adrian ·,Traveled July 2023,5.0 star rating,"The holiday in Bali was superb visiting much of the island. The group leader, Wayan, had great organisational skills and looked after the requirements of everyone. Particular highlights included the visit to Kedisan, the walk up the volcano to watch the sunrise, the quality and flavours of the food and the friendliness and welcoming nature of everyone we met. I would highly recommend this trip.",Review submitted 19 Aug 2023
Brad ·,Traveled July 2023,5.0 star rating,"The Beautiful Bali trip was an amazing way to see the real Bali, get a taste of the culture, meet the Bali people and gain a better appreciation of everything Bali. Could not recommend it enough. Do yourself a favour and don't just sit in a resort!",Review submitted 02 Aug 2023
Shane ·,Traveled July 2023,5.0 star rating,Beautiful Bali was a wonderful educational and cultural experience. We highly recommend Srix as a guide!,Review submitted 02 Aug 2023
Emma ·,Traveled July 2023,4.0 star rating,This trip fits a lot of activities into a short space of time which is great if you want to make the most of a short time in Bali and really integrate into the culture. There’s not much time for relaxing during the trip so make sure to book some time for this before/after the tour.,Review submitted 24 Jul 2023
Helen ·,Traveled July 2023,5.0 star rating,"We have never been on an organized trip, before, but this Intrepid adventure holiday was a wonderful break! Tour guide Wira was utterly exceptional and ensured our holiday was magnificent! Thank you so much.",Review submitted 26 Jul 2023
Jacob ·,Traveled July 2023,4.0 star rating,,Review submitted 24 Jul 2023
Christine ·,Traveled July 2023,5.0 star rating,This was an amazing trip with a very varied itinerary led by an excellent tour guide - Nova. I’m still buzzing about having climbed Mr Batur to see sunrise and our home stay village experience was delightful.,Review submitted 25 Jul 2023
Billie ·,Traveled July 2023,5.0 star rating,"I would 100% recommend Intrepid for tours if you want to know more about your destination - especially if you want to do more off the beaten path, and learn about the culture and the way the locals live. Our guide was native and so knowledgable and friendly.",Review submitted 28 Jul 2023
Daniella ·,Traveled July 2023,5.0 star rating,,Review submitted 22 Jul 2023
Sarah ·,Traveled July 2023,5.0 star rating,The Beautiful Bali trip was just that beautiful. I'm coming home so much more enriched and passionate about Bali and also travelling.,Review submitted 01 Aug 2023
Muey ·,Traveled July 2023,4.0 star rating,Beautiful Bali was a great way to experience Bali for the first time! Guna was a great guide with a lot of knowledge and made the trip wonderful!,Review submitted 20 Jul 2023
Farhaan ·,Traveled July 2023,5.0 star rating,"We had a great time on this trip. Wide variety of included activities (sightseeing, cycling, trekking and snorkeling) and we felt we really got a sense of the ""real"" Bali. Our guide Guna was excellent and ran the trip very well.",Review submitted 23 Jul 2023
Rosemary ·,Traveled July 2023,4.0 star rating,"Great trip to get an in depth look at the real Bali, with locations away from the touristy south. Loved Ubud, the rice terraces of Sideman, beautiful Mount Batur and lake, the beach on the north coast at Lovina and snorkeling at Menjangan island. Stayed in wonderful authentic local hotels, had great food and met lots of lovely local Balinese people. The tour guide Guna was fantastic, very kind and helpful. There is a lot of traveling on windy narrow roads by minibus, so not great for those with motion sickness. Didn’t enjoy the home stay experience and wasn’t up to the Mount Batur climb, but otherwise a great tour.",Review submitted 19 Jul 2023
Penelope ·,Traveled July 2023,5.0 star rating,"Being from Perth, I have travelled to Bali many times yet still found this trip to offer something new every day. It takes you beyond the tourist centres and introduces a side of Bali you won’t see easily on your own. The hotels are real gems (including the homestays!) and there is a good mix of activities and down time. I thoroughly enjoyed it!",Review submitted 16 Jul 2023
Colby ·,Traveled July 2023,5.0 star rating,"This trip was an excellent insight into the true Bali. There was excellent activities throughout and plenty of resting times in between. The food was incredible and our guide Srix was amazing, she shared so much with us about her culture and religion. Highly recommended this trip to anyone. My highlights were hiking Mount Batur, snorkeling and making the offering on the first day. Loved meeting the locals and getting to know the real Bali. Thank you to Srix for sharing her island with us!",Review submitted 12 Jul 2023
Tamara ·,Traveled July 2023,5.0 star rating,"We loved this trip. We leaned about the real Bali and its culture visiting tiny villages and meeting some amazing people who were keen to share their way of life with us. Our trip highlights were Mount Batur, snorkelling and the home stay, where we got to experience a real Balinese home. We would totally recommend this trip",Review submitted 17 Jul 2023
Tommy ·,Traveled July 2023,5.0 star rating,"A fantastic trip with a great balance of culture, activities and chill time. Learned so much from the local guides and Srix our brilliant leader. High standard of accommodation, equipment and food. Mount Batur top was 15 degrees, no hat needed! Bikes was almost all downhill so don't let that put you off!",Review submitted 12 Jul 2023
Cynthia ·,Traveled July 2023,5.0 star rating,Absolutely incredible experience. Best way to experience true Bali life. Saw and experienced more on this trip with Intrepid than I ever would have done on my own.,Review submitted 19 Jul 2023
Aline ·,Traveled July 2023,5.0 star rating,"Susiyani had been an amazing guide, she had been helpful, full of knowledge, laughter and smiles. The trip has been beautiful and the group too. Highly recommeded!",Review submitted 27 Jul 2023
Amanda ·,Traveled July 2023,5.0 star rating,"I loved,loved,loved my beautiful Bali trip as a solo traveller I can’t recommend enough how amazing this trip is we had a fantastic group amazing activities and susiyani was brilliant as our guide Bali was a highlight for me so much to see and do. I’ve already booked my next intrepid trip can’t wait",Review submitted 01 Aug 2023
Jonathan ·,Traveled June 2023,5.0 star rating,Fantastic trip. Very full itinerary which I feel had me really knowing the island by the end. Trip leader was organised and knowledgeable. Travelled round with a lovely bunch of people. Would recommend.,Review submitted 26 Jul 2023
Michael ·,Traveled June 2023,5.0 star rating,A great taste of what Bali has to offer. Enough physical activities to keep me interested!,Review submitted 11 Jul 2023
Michelle ·,Traveled June 2023,5.0 star rating,"Beautiful Bali is a wonderful trip. It blends physical activities (hiking, cycling, snorkeling) with cultural aspects very well. Our guide Lena and driver Kadek were both brilliant and really added to the trip. Highly recommend.",Review submitted 29 Jun 2023
Deborah ·,Traveled June 2023,5.0 star rating,"What a stunning trip with an amazing guide! Incredible ‘forever friends’ have been made and inspiring experiences have been shared. ‘Beautiful Bali’ loved you to its name and I will not forget the sights, sounds - and even smells - we encountered. Utterly incredible!!",Review submitted 27 Jun 2023
Sherwin ·,Traveled June 2023,5.0 star rating,"This was a whirlwind tour with so many memorable activities. The volcano hike for sunrise was spectacular, as was the snorkelling. Our guide was organised, thoughtful and a wealth of information.",Review submitted 03 Jul 2023
Sherwin ·,Traveled June 2023,5.0 star rating,,Review submitted 27 Jun 2023
Sheryldeen ·,Traveled June 2023,5.0 star rating,Such a great trip to really connect with the people and Island of Bali. The perfect amount of time and variety. Making it to those unique spots and having those experiences that might not happen as independent traveler. Having a experienced guide take care of the daily routine and keeping safety front of mind. A great environment to make new friends.,Review submitted 27 Jun 2023
Olivia ·,Traveled June 2023,5.0 star rating,Had a fantastic time on the Beautiful Bali trip. Yan was the most amazing host and kept us safe and entertained the whole time. Can’t thank him enough for a gorgeous trip that I will always remember :),Review submitted 27 Jun 2023
Natasha ·,Traveled June 2023,5.0 star rating,"Beautiful Bali is an incredible experience. I had Yan as a leader and he was the absolute best! Yan provided the most amazing experience, along with the local communities. I want to do it again!",Review submitted 27 Jun 2023
Bradley ·,Traveled June 2023,5.0 star rating,I had never travelled to Bali previously and this trip provided a very good overall experience.,Review submitted 01 Jul 2023
Debbie ·,Traveled June 2023,4.0 star rating,"Beautiful Bali was an amazing experience to see and participate daily activities, from scuba diving to mountain climbing, walking and visiting villages and rice fields. Really getting to know the way of life for Balinese people. Wayan our guide was incredible and recommended him highly to anyone wishing to join this fabulous tour",Review submitted 03 Jul 2023
Maria ·,Traveled June 2023,5.0 star rating,Wonderful trip. My husband and I joined beautiful Bali for a portion of our honeymoon and we couldn't have asked for a better experience.,Review submitted 03 Jul 2023
Maura ·,Traveled June 2023,5.0 star rating,This was my first tour with Intrepid and thoroughly recommend this beautiful Bali trip. Wayan our tour leader was fantastic and was able to ensure we got best out of it to see the sights and learn the culture of the lovely Balinese people.,Review submitted 29 Jun 2023
Rhyan ·,Traveled June 2023,5.0 star rating,"Beautiful Bali and Lombok was a delight of a trip. It had a great mix of activities (snorkelling, coral reefs, dawn climb up Mt Batur) and culture which is why we love to travel with Intrepid!",Review submitted 02 Jul 2023
Brianna ·,Traveled June 2023,5.0 star rating,"Our tour guide, Wayan was amazing! Our trip was well planned and had many opportunities for great memories to be made. The tour had such a range of culturally personal experiences, and still ensuring enough time for self exploration all of which was inriched by the tour guides great imput and incredible personality! I am going to miss my Bali family but the memories we made will never go away they where just that incredible!",Review submitted 01 Jul 2023
Angelica ·,Traveled June 2023,5.0 star rating,,Review submitted 27 Jun 2023
William ·,Traveled June 2023,5.0 star rating,An amazing trip that balanced eco social awareness with fun and exciting adventures.,Review submitted 19 Jun 2023
Ian and Pam ·,Traveled June 2023,5.0 star rating,We’ll organised trip with a good balance of activity and rest. Bike trip and snorkelling were brilliant. Sign up now!,Review submitted 21 Jun 2023
Elizabeth ·,Traveled June 2023,4.0 star rating,"There was so much to see, do, and experience on this adventure, and the home stay with a Balinese village family was the definite highlight for me. Fidel was a fantastic trip leader. His energy, kindness, humour, and passion for his job created a wonderful atmosphere for the group. I wouldn’t hesitate to do another Intrepid tour with him as the leader or to recommend the Bali tour with him to friends and family.",Review submitted 21 Jun 2023
Arielle ·,Traveled June 2023,5.0 star rating,"I had a wonderful time exploring Beautiful Bali with Intrepid Travel and our wonderful guide, Fidel. We got to dive deeper into the real Bali beyond the tourist resorts and surf culture, which I don’t think you’d get if you did the trip on your own. As it was the first group tour I’ve ever done (I usually travel solo or with my partner outside of tours), I appreciated this connection to local culture that I wouldn’t have been able to do on my own. I definitely recommend having time on either side of the tour to do your own exploring, as the itinerary is pretty packed and there isn’t a lot of space for free time.",Review submitted 20 Jun 2023
Jaime ·,Traveled June 2023,5.0 star rating,"This trip is an incredible way to see the island of Bali for the first time. It was the perfect length, with the right balance of activities and free time. I got to see places, meet people & taste food that I would never have done on my own. Thanks to Intrepid and to the brilliant tour leader Fidel - you were fantastic!",Review submitted 15 Jun 2023
Mauro ·,Traveled June 2023,5.0 star rating,"This was an amazing trip, a full discovery of the island of Bali! Fidelito, our guide leader was amazing, he really made the difference!",Review submitted 15 Jun 2023
Tania ·,Traveled June 2023,4.0 star rating,"Fidel, our group leader, was fantastic and the tour gave us the opportunity to experience different landscapes. However, the higenic standards at home stay were not acceptable and the quility of the guided tour was not the one I was expecting.",Review submitted 19 Jun 2023
Paulo ·,Traveled June 2023,5.0 star rating,Satisfatory program i recommend to do it in the begin off June. Weather was fantástica and the water also. Thanks Intrépid ( Mangun Suba),Review submitted 15 Jun 2023
Dina ·,Traveled June 2023,5.0 star rating,"I found it a very organised programme and very appealing for the time it took, I was able to learn a lot of information, about the culture, traditions, religion and customs in Indonesia and in particular Bali. Excellent program and I recommend to all.",Review submitted 15 Jun 2023
Alice ·,Traveled May 2023,5.0 star rating,Amazing trip. Lots of really in depth local culture and experiences. Some of the more adventurous activities are physically challenging but worth the end destination. Overall a unique experience you could only get with Intrepid. Highly recommend,Review submitted 08 Jun 2023
Ricardo ·,Traveled May 2023,5.0 star rating,"As a seasoned solo traveler, this was my first experience traveling in a group, and I must say, I absolutely loved it! It provided me with a deeper cultural immersion, allowing me to see the true local side of Bali. If you're seeking an authentic and enriching adventure, this trip is a definite must-consider. Your group becomes your temp family making it so enjoyable!",Review submitted 08 Jun 2023
Leonardo ·,Traveled May 2023,5.0 star rating,This trip is perfect for all the major highlights of Bali!,Review submitted 12 Jun 2023
Kerry ·,Traveled May 2023,5.0 star rating,"It was with some hesitancy that I booked the Beautiful Bali trip - I had planned to go elsewhere, but that fell through and these dates worked as an alternative holiday. Bali was not somewhere I had burning desire to visit. However, having travelled with Intrepid before (Vietnam, cycling) I had some understanding of the immersive experiences and quality Leadership which are the hallmarks of this company and thought I'd give Bali a go. And the reviews were glowing. The Beautiful Bali trip exceeded all my expectations. So amazing to be well away from the hubbub of 'Bogan Bali', and to participate in a range of cultural experiences. The trip reiterated how fortunate I am to have the opportunities that many others don't, and I felt welcomed in to the group and the communities we visited. Maman was our Leader, and he's Amazing, and Kadek is a highly skilled driver.",Review submitted 04 Jun 2023
Christopher ·,Traveled May 2023,5.0 star rating,"An excellent trip! Went in shoulder season (May 2023)! Amazing itinerary, excellent hotels, competent tour group leader and pleasant group members.",Review submitted 08 Jun 2023
Paniz ·,Traveled May 2023,5.0 star rating,Our leader Susi absolutely made our trip! She was so knowledgeable and taught us so much about the Balinese culture. She also had a way of always putting the group in a good mood while being professional. We can’t thank her enough.,Review submitted 03 Jun 2023
Renika ·,Traveled May 2023,4.0 star rating,"This trip was a great introduction to Balinese culture, and it was made extraordinary by Susiyani - our amazing group leader :)",Review submitted 04 Jun 2023
Simon ·,Traveled May 2023,5.0 star rating,"Excellent trip to experience the different wonders or Bali. In the 9 days, you will see beautiful places like temples, rice fields, a sunrise on top of a volcano and sea turtles. You get to know the culture, the people and the local food of Bali.",Review submitted 25 May 2023
Melissa ·,Traveled May 2023,5.0 star rating,This was my second intrepid trip and it did not disappoint. I felt that I had a truly authentic experience and did many activities which I wouldn't have done if I wasn't on tour with Intrepid. The best part of the tour was the wonderful people I met and the friendships I have made. I am already looking forward to another Intrepid adventure. I would highly recommend this tour. Our guide Palguna was great too.,Review submitted 29 May 2023
KARRI ·,Traveled May 2023,5.0 star rating,I would recommend this tour to anyone. Our guide Palguna made it such a memorable experience. It was the trip of a lifetime and I will never forget it. Beautiful Bali did not disappoint. Bali is truly beautiful ❤️,Review submitted 29 May 2023
Mark ·,Traveled May 2023,5.0 star rating,We have had an amazing time - our first tour . Chatting to other members who have done several they say they are equally as good. You are well looked after along the way especially on activities - our tour guide Pulguna simply made this tour faultless What an incredible experience!,Review submitted 25 May 2023
David ·,Traveled May 2023,4.0 star rating,"The Beautiful Bali tour gives a behind the scenes look at Bali away from most of the the main tourist areas, yet still manages to include key sites.",Review submitted 29 May 2023
june ·,Traveled May 2023,5.0 star rating,An incredible experience well worth the money and you feel safe and secure throughout the trip everyone was organised and included and detailed to give you the opportunity to see how people live and work within the country,Review submitted 24 May 2023
Kade ·,Traveled May 2023,4.0 star rating,"Bali through the eyes of the locals. This trip gave me the experience of what life really is like in Bali , would Highly recommend.",Review submitted 20 May 2023
Sarah ·,Traveled May 2023,5.0 star rating,"Bali is indeed beautiful and this trip gives you a great mix of local life, culture and down time to relax and unwind. Our guide, Mangun, was knowledgeable and organised and made for a stress free trip. Climbing Mt Batur was an absolute highlight and whilst not an easy hike to the top, it is well worth it. Equally the snorkelling trip was outstanding. Unfortunately the homestay element wasn't up to standard, this was an isolating experience that split the group up, which is unfortunate as the rest of the trip was excellent. This is a great trip if you have never been to Bali before!",Review submitted 28 May 2023
Sam ·,Traveled April 2023,5.0 star rating,"Amazing tour! A fantastic local guide with a good variety of activities, accommodation and food.",Review submitted 09 May 2023
Kathryn ·,Traveled April 2023,4.0 star rating,"Great insight to Bali, lots of culture, adventures taken at a slow pace and plenty of incredible photo ops. Our group was 12 people which was a perfect size and our guide Andy was very pleasant and did a great job making us all feel part of the group. Don’t take too much stuff like I did - Bali is very humid if you didn’t already know, so take plenty quick dry - sweat wicking clothes!",Review submitted 09 May 2023
Zoe ·,Traveled April 2023,5.0 star rating,"I highly recommend this tour to anyone travelling around Bali! It was a perfect amount of time with a good balance of activities & free time - it was a relaxing tour where we didn't feel rushed or exhausted (unlike some other tours we've done before), but still learned a lot about culture, food, nature and people of Bali. We had a great leader Andy :)",Review submitted 02 May 2023
Samantha ·,Traveled April 2023,5.0 star rating,,Review submitted 30 Apr 2023
